1;30;21,355008;;
1;40;1,877086;;
1;104;11,973940;;
1;68;7,838646;;
1;138;7,933450;;
1;42;3,402915;;
1;147;19,397490;;
1;122;13,144689;;
1;35;0,083870;;
1;15;14,145287;;
1;32;12,416328;;
1;300;8,975091;;
1;117;5,069359;;
1;252;11,604269;;
1;214;13,742568;;
1;161;6,636333;;
1;128;2,854960;;
1;253;0,384306;;
1;176;2,410088;;
1;151;12,029372;;
1;378;7,674720;;
1;128;19,801886;;
1;104;11,781506;;
1;49;10,711199;;
1;108;6,406199;;
1;28;17,552950;;
1;2;11,458349;;
1;76;11,073929;;
1;21;12,100450;;
1;143;12,671451;;
1;358;8,888989;;
1;181;15,188759;;
1;160;5,327914;;
1;2;0,000000;;
1;18;4,755827;;
1;11;9,066294;;
1;116;2,072489;;
1;55;6,168448;;
1;118;12,224695;;
1;75;20,437809;;
1;100;16,253407;;
1;18;15,421847;;
1;114;4,522870;;
1;302;11,690317;;
1;15;11,097674;;
1;129;4,779877;;
1;60;6,526724;;
1;2;0,000000;;
1;103;5,769993;;
1;238;2,134494;;
1;177;10,185545;;
1;110;17,770664;;
1;72;15,354527;;
1;69;8,208463;;
1;35;11,631976;;
1;5;16,232207;;
1;132;19,504781;;
1;197;10,003631;;
1;13;6,710558;;
1;81;16,590326;;
1;102;6,241043;;
1;117;0,687275;;
1;120;8,985146;;
1;57;1,748446;;
1;174;13,173640;;
1;75;16,345200;;
1;117;17,139295;;
1;69;13,672660;;
1;209;2,626165;;
1;32;0,000000;;
1;17;5,464322;;
1;100;6,098609;;
1;47;0,192059;;
1;118;1,953833;;
1;175;21,191994;;
1;59;2,112577;;
1;271;2,713050;;
1;60;0,540252;;
1;124;13,368889;;
1;153;7,971493;;
1;200;16,149569;;
1;232;7,151364;;
1;98;19,374894;;
1;32;6,604967;;
1;19;11,895146;;
1;204;0,008911;;
1;62;4,434596;;
1;536;2,174331;;
1;70;7,778561;;
1;43;5,148573;;
1;6;0,969189;;
1;315;10,761976;;
1;11;11,893110;;
1;77;9,436669;;
1;83;7,312151;;
1;20;7,120121;;
1;296;13,043412;;
1;8;0,000000;;
1;398;2,896602;;
1;103;9,695814;;
