1;391;11,957999;;
1;598;9,741303;;
1;803;9,449997;;
1;198;7,384594;;
1;75;9,051350;;
1;65;13,263213;;
1;30;5,838757;;
1;366;3,907189;;
1;155;5,277869;;
1;21;6,846303;;
0;1000;13,500324;;
1;437;3,542759;;
1;664;5,270554;;
1;244;3,388553;;
1;411;9,094817;;
1;198;5,276483;;
1;249;4,374087;;
0;1000;9,285678;;
1;528;5,828313;;
1;719;6,843353;;
1;837;7,904130;;
0;1000;14,796452;;
1;271;9,955851;;
1;478;0,872356;;
1;74;12,505531;;
1;27;18,399166;;
1;585;17,678901;;
1;312;15,811639;;
1;96;9,430218;;
1;908;9,405685;;
1;768;6,248985;;
1;463;10,350410;;
1;547;9,847598;;
1;894;10,032993;;
1;439;10,852665;;
1;754;4,108397;;
1;989;5,863381;;
1;194;7,282355;;
1;161;14,853965;;
1;951;11,859885;;
1;145;9,262095;;
1;489;27,001245;;
1;479;11,663804;;
1;824;11,203571;;
1;635;14,237833;;
1;581;4,280265;;
1;751;7,403591;;
1;25;5,412729;;
1;127;9,878765;;
1;154;11,896793;;
1;258;11,975003;;
0;1000;8,095132;;
1;711;9,725005;;
1;64;7,038293;;
1;429;10,504098;;
0;1000;11,879890;;
0;1000;4,993549;;
1;287;4,544391;;
1;430;4,599392;;
1;362;8,821299;;
1;888;15,531627;;
0;1000;12,719452;;
1;510;7,133140;;
1;540;8,691472;;
1;383;7,226366;;
1;250;7,268150;;
1;234;5,961143;;
1;965;7,856269;;
1;502;9,870720;;
1;401;1,831801;;
1;327;15,055896;;
1;633;1,381081;;
0;1000;7,108234;;
1;625;3,082520;;
1;537;8,969645;;
1;147;12,716190;;
1;44;14,349797;;
1;144;11,356908;;
1;606;1,511468;;
1;517;1,250956;;
0;1000;7,642242;;
1;426;16,789672;;
1;289;1,732635;;
1;505;5,474055;;
1;387;3,818345;;
1;250;10,788044;;
1;25;11,999411;;
1;218;10,998116;;
1;264;10,030946;;
1;258;14,090215;;
1;11;13,132894;;
0;1000;5,525469;;
1;188;9,429170;;
1;109;6,532445;;
1;736;9,811116;;
1;681;4,381262;;
1;872;3,299926;;
1;372;3,831320;;
1;654;0,013837;;
1;108;17,729164;;
