;;;;;;;
1;490;5,088966;5,088966;converged:;75;;
1;473;9,982499;9,982499;;;;
1;992;10,714307;10,714307;average price:;10,62822084;10,62822084;ИСТИНА
1;250;12,244487;12,244487;upper quartile:;13,6117745;max:;26,638691
1;174;14,120772;14,120772;lower quartile:;6,9093875;min:;0,370754
1;673;5,715307;5,715307;;;;
1;549;7,496919;7,496919;;;;
0;1000;14,709273;;;;;
0;1000;9,123341;;;;;
1;277;11,426283;11,426283;;;;
1;245;6,815308;6,815308;;;;
0;1000;24,183389;;;;;
1;926;6,891257;6,891257;;;;
1;139;15,099705;15,099705;;;;
0;1000;8,015581;;;;;
0;1000;9,023011;;;;;
1;203;9,114810;9,114810;;;;
1;752;20,759280;20,759280;;;;
1;254;3,681312;3,681312;;;;
1;313;7,764296;7,764296;;;;
1;515;9,864749;9,864749;;;;
1;824;7,979950;7,979950;;;;
0;1000;9,571100;;;;;
0;1000;10,434777;;;;;
1;804;22,198054;22,198054;;;;
1;292;11,633890;11,633890;;;;
1;807;6,846048;6,846048;;;;
0;1000;8,517522;;;;;
1;533;9,992300;9,992300;;;;
1;458;15,151177;15,151177;;;;
1;579;7,703112;7,703112;;;;
1;975;8,277241;8,277241;;;;
1;501;13,625903;13,625903;;;;
1;487;2,668802;2,668802;;;;
1;833;11,307349;11,307349;;;;
1;116;26,638691;26,638691;;;;
1;561;4,789035;4,789035;;;;
1;505;8,693475;8,693475;;;;
1;454;15,067495;15,067495;;;;
1;860;6,449640;6,449640;;;;
1;94;17,094082;17,094082;;;;
1;845;7,355498;7,355498;;;;
0;1000;8,523139;;;;;
1;446;15,824574;15,824574;;;;
1;59;10,787913;10,787913;;;;
1;12;11,900287;11,900287;;;;
1;540;5,665927;5,665927;;;;
1;448;9,262182;9,262182;;;;
1;149;18,232742;18,232742;;;;
1;753;2,081479;2,081479;;;;
1;680;11,302248;11,302248;;;;
0;1000;18,548936;;;;;
1;941;4,602518;4,602518;;;;
1;398;4,966838;4,966838;;;;
1;745;11,954338;11,954338;;;;
0;1000;10,485882;;;;;
0;1000;7,420580;;;;;
1;536;15,738578;15,738578;;;;
1;713;13,004961;13,004961;;;;
1;926;10,342626;10,342626;;;;
1;177;14,338141;14,338141;;;;
1;586;4,260596;4,260596;;;;
0;1000;10,851443;;;;;
1;27;13,097072;13,097072;;;;
1;514;7,667323;7,667323;;;;
0;1000;19,109655;;;;;
0;1000;5,093437;;;;;
1;421;9,300590;9,300590;;;;
1;313;12,977777;12,977777;;;;
1;55;7,199256;7,199256;;;;
1;459;0,370754;0,370754;;;;
0;1000;5,487969;;;;;
1;61;16,101558;16,101558;;;;
1;833;13,597646;13,597646;;;;
0;1000;11,551366;;;;;
1;780;15,089777;15,089777;;;;
0;1000;15,881256;;;;;
1;519;16,215144;16,215144;;;;
1;696;11,461241;11,461241;;;;
0;1000;4,234763;;;;;
0;1000;15,878825;;;;;
0;1000;19,497151;;;;;
1;712;11,228027;11,228027;;;;
0;1000;11,959399;;;;;
0;1000;18,462294;;;;;
1;604;5,709898;5,709898;;;;
1;704;16,014821;16,014821;;;;
1;470;5,771200;5,771200;;;;
0;1000;13,332838;;;;;
1;477;10,278014;10,278014;;;;
1;610;20,541532;20,541532;;;;
1;771;13,640284;13,640284;;;;
1;92;13,561391;13,561391;;;;
1;946;6,927518;6,927518;;;;
1;448;12,846073;12,846073;;;;
0;1000;12,622365;;;;;
1;317;12,498580;12,498580;;;;
1;968;5,478859;5,478859;;;;
1;797;2,831205;2,831205;;;;
1;179;12,193076;12,193076;;;;
Converged: 75;;;;;;;
Not converged: 25;;;;;;;
