1;901;6,554330
1;759;14,560985
1;353;8,155876
1;419;21,650305
1;651;11,424191
1;642;13,936297
1;369;10,404345
1;711;10,837273
1;483;13,882649
1;419;7,455178
1;193;19,222110
1;286;12,677498
1;45;12,545057
1;901;17,593670
1;558;9,951576
1;142;14,983122
1;959;9,190794
1;548;4,172764
1;479;6,665140
1;215;16,350812
1;931;11,976252
1;140;14,876581
1;23;9,867900
1;697;17,855771
1;107;17,325866
1;617;11,779787
1;858;10,847742
1;531;16,729063
1;315;14,360037
1;344;18,175322
1;752;22,044170
1;138;13,168367
1;57;22,864702
1;190;17,731314
1;309;15,804340
1;614;15,864327
1;103;15,280443
1;462;14,434734
1;843;6,403533
1;764;17,508885
1;816;14,970724
0;1000;11,617716
1;669;10,137175
1;205;12,143517
1;44;16,524057
1;710;12,337269
1;229;8,100840
1;658;19,494831
1;676;13,572266
0;1000;18,452014
1;538;14,095766
1;419;18,460858
1;47;15,798590
1;975;16,984690
1;247;15,634604
1;692;9,979426
1;74;18,753595
1;38;23,605872
1;342;20,175366
1;249;17,366950
1;694;15,471471
0;1000;16,153366
1;761;3,913087
1;66;13,468547
0;1000;8,217578
1;480;20,024091
1;474;15,671284
1;540;18,732006
1;80;18,021401
1;385;10,806154
1;176;7,463459
1;635;13,737201
1;808;7,397693
1;126;13,555753
1;56;14,743334
1;212;13,913356
1;293;30,791697
1;129;13,962918
1;898;12,761083
1;111;16,357082
1;720;6,537715
1;7;14,144978
1;609;7,921418
0;1000;13,480374
1;493;14,298808
1;996;13,057993
1;221;19,986838
1;204;12,874469
1;757;16,266646
1;433;21,157381
1;798;10,775334
1;977;16,133226
1;364;18,685898
1;476;21,576982
1;54;21,694333
1;912;17,265795
1;251;11,562851
1;983;26,390028
1;503;19,222705
1;608;9,243745
