1;358;15,684436;15,684436;converged:;85;;;
1;500;14,548856;14,548856;;;;;
1;970;5,123251;5,123251;average price:;14,3488396588235;14,3488396588235;ИСТИНА;
1;823;11,696195;11,696195;upper quartile:;17,725625;max:;26,868285;
1;348;13,930117;13,930117;lower quartile:;10,890523;min:;3,134807;
1;363;14,322742;14,322742;дисперсия;;;;
1;3;26,397987;26,397987;;;;;
0;1000;19,925094;;;;;;
1;773;13,535159;13,535159;;;;;
1;45;19,514271;19,514271;;;;;
1;126;21,278742;21,278742;;;;;
1;457;13,930386;13,930386;;;;;
0;1000;5,646101;;;;;;
1;642;9,925667;9,925667;;;;;
1;429;13,944453;13,944453;;;;;
1;41;24,646472;24,646472;;;;;
0;1000;16,649939;;;;;;
1;145;18,386836;18,386836;;;;;
0;1000;11,177381;;;;;;
1;41;5,928139;5,928139;;;;;
1;195;13,715929;13,715929;;;;;
1;796;14,500258;14,500258;;;;;
1;512;21,341094;21,341094;;;;;
1;366;14,309001;14,309001;;;;;
1;885;12,973659;12,973659;;;;;
0;1000;6,294198;;;;;;
1;218;16,194434;16,194434;;;;;
1;13;9,538994;9,538994;;;;;
1;610;20,166563;20,166563;;;;;
1;133;12,586567;12,586567;;;;;
1;418;8,288885;8,288885;;;;;
1;148;10,809120;10,809120;;;;;
1;778;11,848131;11,848131;;;;;
1;242;19,666147;19,666147;;;;;
1;551;5,001497;5,001497;;;;;
1;160;8,870951;8,870951;;;;;
1;78;18,932907;18,932907;;;;;
1;23;13,985304;13,985304;;;;;
1;125;13,339010;13,339010;;;;;
1;677;14,900406;14,900406;;;;;
1;441;10,404423;10,404423;;;;;
1;995;14,748612;14,748612;;;;;
1;841;18,840041;18,840041;;;;;
1;77;16,955723;16,955723;;;;;
1;265;17,461478;17,461478;;;;;
1;121;15,369993;15,369993;;;;;
1;893;16,567767;16,567767;;;;;
1;840;7,672508;7,672508;;;;;
0;1000;10,925576;;;;;;
1;909;10,222590;10,222590;;;;;
1;452;6,423085;6,423085;;;;;
1;426;13,474380;13,474380;;;;;
1;488;26,868285;26,868285;;;;;
1;474;17,725625;17,725625;;;;;
1;312;20,846909;20,846909;;;;;
0;1000;11,531560;;;;;;
1;607;7,834634;7,834634;;;;;
1;154;9,538671;9,538671;;;;;
0;1000;18,290889;;;;;;
0;1000;6,063084;;;;;;
1;151;13,878856;13,878856;;;;;
1;649;3,134807;3,134807;;;;;
1;546;4,827291;4,827291;;;;;
1;806;14,862239;14,862239;;;;;
1;80;19,535671;19,535671;;;;;
1;453;7,302606;7,302606;;;;;
0;1000;12,012602;;;;;;
1;139;8,901785;8,901785;;;;;
1;544;16,795441;16,795441;;;;;
1;284;15,553498;15,553498;;;;;
1;10;18,724774;18,724774;;;;;
1;580;6,838867;6,838867;;;;;
1;617;20,304388;20,304388;;;;;
1;505;13,825823;13,825823;;;;;
1;181;23,092196;23,092196;;;;;
1;421;18,430009;18,430009;;;;;
1;376;22,461314;22,461314;;;;;
1;708;20,927790;20,927790;;;;;
1;458;17,442028;17,442028;;;;;
1;681;13,046674;13,046674;;;;;
0;1000;6,632922;;;;;;
1;205;9,919898;9,919898;;;;;
1;416;14,329004;14,329004;;;;;
0;1000;9,016219;;;;;;
1;312;16,199995;16,199995;;;;;
1;892;10,345780;10,345780;;;;;
1;789;10,890523;10,890523;;;;;
1;709;12,129866;12,129866;;;;;
0;1000;24,660875;;;;;;
1;420;12,919767;12,919767;;;;;
1;609;13,726737;13,726737;;;;;
1;126;13,334403;13,334403;;;;;
0;1000;28,965683;;;;;;
1;92;14,390084;14,390084;;;;;
1;116;19,003930;19,003930;;;;;
1;66;11,950708;11,950708;;;;;
1;512;13,321798;13,321798;;;;;
0;1000;17,865986;;;;;;
1;244;14,186764;14,186764;;;;;
1;704;18,398767;18,398767;;;;;
