1;76;5,990549
1;104;8,083030
1;17;22,311489
1;73;3,806014
1;266;6,563311
1;100;10,230814
1;90;8,317431
1;60;13,329569
1;189;8,239981
1;226;2,590824
1;125;7,498976
1;320;6,282859
1;18;25,751810
1;32;10,504575
1;442;11,781703
1;194;11,730483
1;188;9,257543
1;205;11,909761
1;173;7,256748
1;3;7,743317
1;52;13,099489
1;391;10,220386
1;118;9,776324
1;50;18,010477
1;231;14,461540
1;152;5,318245
1;66;5,730752
1;48;13,063900
1;136;6,769008
1;14;12,594540
1;156;13,634506
1;68;11,690652
1;32;16,582616
1;98;8,521225
1;29;8,908953
1;311;9,335183
1;158;12,254646
1;157;3,575450
1;49;17,383138
1;125;20,684062
1;50;16,859578
1;64;5,276167
1;86;6,552005
1;64;9,426567
1;231;8,912499
1;163;12,175857
1;272;22,418821
1;108;8,386408
1;203;9,229929
1;75;3,651161
1;234;8,310318
1;110;10,129369
1;39;11,539977
1;53;11,521527
1;403;18,674277
1;196;1,347881
1;136;16,606850
1;187;14,703225
1;161;18,726888
1;165;9,109937
1;157;6,124308
1;123;7,439575
1;248;10,499891
1;195;8,615269
1;35;5,096457
1;49;12,158433
1;108;24,597588
1;117;8,502761
1;15;11,770138
1;244;14,227876
1;69;15,634130
1;238;6,884426
1;173;6,243616
1;126;6,166290
1;81;10,353520
1;117;8,788332
1;70;20,299449
1;18;14,629756
1;147;15,557153
1;69;9,828499
1;20;15,750442
1;148;16,677227
1;102;7,540819
1;54;8,536231
1;134;13,973098
1;105;8,765266
1;63;7,729360
1;123;11,693653
1;255;5,295078
1;84;10,366949
1;16;13,524630
1;21;6,793069
1;172;3,396948
1;184;10,202945
1;63;9,156824
1;119;13,572487
1;211;10,876237
1;97;17,472464
1;239;8,235179
1;46;10,481464
